timestamp,keyword,source,video_url,commenter_name,gemini_summary,comment_text,comment_date
2025-10-05 12:18:27,Webinar Wujudkan Indonesia Damai,YouTube,https://www.youtube.com/watch?v=9n0j5l5w44c,@mairisspd,Hadir dan menyimak dari Sekolah Dasar Negeri 15 Surau Gadang.,dari SDN 15 surau gadang hadir dan menyimak,2025-09-29T13:36:18Z
2025-10-05 12:18:27,Webinar Wujudkan Indonesia Damai,YouTube,https://www.youtube.com/watch?v=9n0j5l5w44c,@d-setchannel4556,"Bapak dan Ibu, mohon informasinya mengenai tempat mengunduh sertifikat ini.",Sertifikat downloadnya dimana ya bpk ibu,2025-09-29T13:27:34Z
2025-10-05 12:18:27,Webinar Wujudkan Indonesia Damai,YouTube,https://www.youtube.com/watch?v=9n0j5l5w44c,@basiliusjangkur543,Sejak Madonna hadir...,Sdn madona hadir ....,2025-09-29T13:17:11Z
2025-10-05 12:18:27,Webinar Wujudkan Indonesia Damai,YouTube,https://www.youtube.com/watch?v=9n0j5l5w44c,@solahudin6385,Sekolah Dasar Negeri 2 Curug Hilir hadir.,SD Negeri 2 Curughilir hadir,2025-09-29T13:06:37Z
2025-10-05 12:18:27,Webinar Wujudkan Indonesia Damai,YouTube,https://www.youtube.com/watch?v=9n0j5l5w44c,@encepsuhanda4747,"Dari Sekolah Dasar Negeri Cireundeu, hadir dan menyimak.","Dari SD Negeri Cireundeu, hadir 🙏 dan menyimak.",2025-09-29T12:39:30Z
2025-10-05 12:18:27,Webinar Wujudkan Indonesia Damai,YouTube,https://www.youtube.com/watch?v=9n0j5l5w44c,@nurulkhasanah-d7m,Saya hadir dan siap menyimak.,Hadir dan menyimak,2025-09-29T12:33:37Z
2025-10-05 12:18:27,Webinar Wujudkan Indonesia Damai,YouTube,https://www.youtube.com/watch?v=9n0j5l5w44c,@ayuulandari3717,"Ayu Ulandari, hadir untuk menambah ilmu dan wawasan.","Ayu Ulandari_sd 1 bajera_hadir menyimak..
Menambah ilmu dan wawasan",2025-09-29T12:26:02Z
2025-10-05 12:18:27,Webinar Wujudkan Indonesia Damai,YouTube,https://www.youtube.com/watch?v=9n0j5l5w44c,@Zainab-c4r3t,"Saya hadir untuk menyimak, ini sangat membantu.","Hadir menyimak, sangat membantunya 🙏",2025-09-29T12:22:05Z
2025-10-05 12:18:27,Webinar Wujudkan Indonesia Damai,YouTube,https://www.youtube.com/watch?v=9n0j5l5w44c,@Supika-je7lf,"Saya hadir dan menyimak. Saya, Bu Supika dari SDN 1 Barurejo, mengucapkan terima kasih.",Hadir dan menyimak...saya Bu Supika SDN 1 Barurejo mengucapkan terima kasih,2025-09-29T12:11:52Z
2025-10-05 12:18:27,Webinar Wujudkan Indonesia Damai,YouTube,https://www.youtube.com/watch?v=9n0j5l5w44c,@arihandayani22,Mantap. Terima kasih atas ilmunya Bapak narasumber.,"Mantap 
Terima kasih ilmunya Bapak narasumber",2025-09-29T12:09:13Z
2025-10-05 12:18:28,Deklarasi kampanye damai,YouTube,https://www.youtube.com/watch?v=leofi3R6HOs,@bayuiky7392,Content too short or invalid.,2:44:42,2021-01-31T06:20:35Z
2025-10-05 12:18:28,Deklarasi kampanye damai,YouTube,https://www.youtube.com/watch?v=leofi3R6HOs,@baru_biru,"Pegang burungnya saja secara terbalik, begitu dilepas langsung terjatuh.","pegang burungnya aj kebalik, bgtu dilepas lgsg nyungsep dehh 😂😂",2018-09-24T04:51:40Z
2025-10-05 12:18:28,Deklarasi kampanye damai,YouTube,https://www.youtube.com/watch?v=leofi3R6HOs,@aribigen1420,"Boleh ada kampanye, tetapi jangan membahas masalah bangunan. Yang membangun menggunakan uang rakyat, bukan uang pribadi. Bahkan orang bodoh pun bisa mengerti, tidak perlu Jokowi tetap Prabowo atau Sandi. Jika memilih Jokowi dan Ma'ruf, bagaimana kinerja mereka? Bawa saja badan sendiri. Bagaimana mungkin bisa bekerja dengan baik jika sering sakit dan tidak bekerja, tetapi tetap menerima gaji? Itu disebut makan gaji apa? Siapa yang rugi kalau bukan rakyat?",Boleh kampanye tapi jangan bawa2 masalah bangunan karena yang buat bangunan uang rakyat bukan uang pribadi...... Orang Bodoh aja bisa gk usah jokowi tetep perabowo Sandi kalo pilih jokowi makruf gimana makruf kerjanya bawa badan sendiri aja udah begitu kok mau kerja dengan baik kalo jadi terus sering sakit terus gk kerja terus nerima gaji itu di namakan makan gaji apa siapa yg rugi rakyat Kan,2018-09-24T00:55:18Z
2025-10-05 12:18:28,Deklarasi kampanye damai,YouTube,https://www.youtube.com/watch?v=leofi3R6HOs,@wondopesawahanarjunaganten622,Content too short or invalid.,lanjutkan👍,2018-09-23T17:51:31Z
2025-10-05 12:18:28,Deklarasi kampanye damai,YouTube,https://www.youtube.com/watch?v=leofi3R6HOs,@wondopesawahanarjunaganten622,Salam untuk dua periode.,salam 2 priode,2018-09-23T17:51:12Z
2025-10-05 12:18:28,Deklarasi kampanye damai,YouTube,https://www.youtube.com/watch?v=leofi3R6HOs,@wondopesawahanarjunaganten622,Salam untuk dua periode.,salam 2 priode,2018-09-23T17:50:45Z
2025-10-05 12:18:28,Deklarasi kampanye damai,YouTube,https://www.youtube.com/watch?v=leofi3R6HOs,@wondopesawahanarjunaganten622,Salam untuk dua periode.,salam 2 priode,2018-09-23T17:50:16Z
2025-10-05 12:18:28,Deklarasi kampanye damai,YouTube,https://www.youtube.com/watch?v=leofi3R6HOs,@lucysiana2999,"Selamat malam Kompas TV. Terima kasih Kompas TV News, selalu cerdas dan tampil prima. Penyiar Anda semuanya cantik dan tampan, saya menyukai kalian semua. Cerdas itu seperti warganya yang cerdas.","Selamat Malam Kompas TV, Terima kasih Kompas TV News nya CERDAS selalu Tampil PRIMA penyiar nya cantik dan handsome semua nya love you all, 
Cerdas itulah warga yang CERDAS,",2018-09-23T12:31:21Z
2025-10-05 12:18:28,Deklarasi kampanye damai,YouTube,https://www.youtube.com/watch?v=leofi3R6HOs,@r1_one,Perhatikan pada menit ke dua koma empat puluh dua koma dua puluh dua.,Perhatikan menit ke 2.42.22,2018-09-23T09:26:33Z
2025-10-05 12:18:28,Deklarasi kampanye damai,YouTube,https://www.youtube.com/watch?v=leofi3R6HOs,@pelangisenja5636,Salam untuk dua periode,Salam 2 priode,2018-09-23T08:22:19Z
2025-10-05 12:18:28,Deklarasi kampanye damai,YouTube,https://www.youtube.com/watch?v=leofi3R6HOs,@Boi1255,Content too short or invalid.,2 juara,2018-09-23T06:08:20Z
2025-10-05 12:18:28,Deklarasi kampanye damai,YouTube,https://www.youtube.com/watch?v=leofi3R6HOs,@ubangzein5152,Aduhh. Mengapa ada burung yang mendarat darurat hingga menukik ke bawah?,"Aduh
Itu kok ada burung yg mendarat darurat langsung nyungsep?",2018-09-23T06:06:10Z
2025-10-05 12:18:28,Deklarasi kampanye damai,YouTube,https://www.youtube.com/watch?v=leofi3R6HOs,@hasansalim4244,Jangan lupa memberikan salam damai dengan dua jari sebelum dan setelah tempat pemungutan suara.,Jangan lupa beri salam damai 2 jari sebelum dan sesudah TPS,2018-09-23T05:29:41Z
2025-10-05 12:18:28,Deklarasi kampanye damai,YouTube,https://www.youtube.com/watch?v=leofi3R6HOs,@bajolcelebesbajolcelebes6143,"Haha, peraih juara kedua",Hehe juara 2,2018-09-23T04:25:43Z
2025-10-05 12:18:28,Deklarasi kampanye damai,YouTube,https://www.youtube.com/watch?v=leofi3R6HOs,@bajolcelebesbajolcelebes6143,"Hebat, nomor dua setelah kekalahan.",Mantab no 2 x kekalahan,2018-09-23T04:14:10Z
2025-10-05 12:18:28,Deklarasi kampanye damai,YouTube,https://www.youtube.com/watch?v=leofi3R6HOs,@lasminiani1559,"KompasTV Twitter-nya bergabung juga di Instagram-nya. KompasTV Palu Channel 55 antena UHF siaran digital kualitas, bersama jurnalis KompasTV Instagram-nya dan YouTube.",Braytimliputankompastvtwittetxnyabergabungjugayedyinstagramxnya#kompastvpaluchannel55anttenauhfsiarandigitalkualitasyeyebersamajurnalisxnyakompastvinstagramxnyadytungguye,2018-09-23T03:53:22Z
2025-10-05 12:18:28,Deklarasi kampanye damai,YouTube,https://www.youtube.com/watch?v=leofi3R6HOs,@lasminiani1559,"Breaking news dari Kompas TV, bergabung juga di channel YouTube Palu TV dengan high definition. Sistem set-top box digital menampung banyak saluran bersama Kominfo channel 23 UHF. Ayo tunggu.",Braybreakingxnyanewskompastvbergabungjugadychannelxnyayoutubepalutvhighdefinitionsistemsettopboxdigitalmenampungbanyakchannelbersamakominfodychannel23uhfyeyedytungguye,2018-09-23T03:49:07Z
2025-10-05 12:18:28,Deklarasi kampanye damai,YouTube,https://www.youtube.com/watch?v=leofi3R6HOs,@Saras-ij9kk,"Pemain bola dunia saja melakukan kampanye mendukung nomor satu. Buktinya, mereka setelah mencetak gol menunjuk nomor satu. Semoga Tuhan memberkati Anda. Bergabunglah.",Pemain bola dunia aja kampanye dukung nomor 1.. buktinya mereka hbs cetak gol pada ngacungin telunjuk no 1.. god bless u ... join..,2018-09-23T03:27:54Z
2025-10-05 12:18:29,Deklarasi kampanye damai,YouTube,https://www.youtube.com/watch?v=gKWrjhIsY0k,@samsungkj2962,Damai. Damailah Indonesia.,DAMAI.DAMAILAH.INDONESIA,2018-09-23T08:36:09Z
2025-10-05 12:18:30,Pesan damai dari tokoh agama,YouTube,https://www.youtube.com/watch?v=2xValLrBMnM,@AbuAzzam1992,"Kirim saja orang-orang Kristen Indonesia yang membela Zionis untuk menggantikan pasukan IDF di sana, daripada membuat kerusuhan di Indonesia. Kirim semuanya.","Kirim aja org2 kristen indo yg membela zionis utk pengganti pasukan idf di sana, dripda bikin rusuh d indo... Kirim semuanya...",2025-10-02T23:56:40Z
2025-10-05 12:18:30,Pesan damai dari tokoh agama,YouTube,https://www.youtube.com/watch?v=2xValLrBMnM,@mentawaisaleleubaja1993,Content too short or invalid.,Hoax ini,2025-10-02T08:22:47Z
2025-10-05 12:18:30,Pesan damai dari tokoh agama,YouTube,https://www.youtube.com/watch?v=2xValLrBMnM,@MuhammadTaufik-p3r,"Anda hanya bertanya mengapa tidak mendatangi Afghanistan, Pakistan, atau Israel yang mengajak untuk kembali. Yesaya 27:13 tentang mereka yang hilang di Asyur akan kembali.","Kamu hanya berseru kenapa tidak datangi di afganistan, pakistan bani israel yg asli ngajaknya kembali, 
Yesaya 27:13 yg terhilang di asyur akan kembali",2025-10-02T01:35:45Z
2025-10-05 12:18:30,Pesan damai dari tokoh agama,YouTube,https://www.youtube.com/watch?v=2xValLrBMnM,@sabariahabdulhalim9707,Saya ingin pindah ke Amerika.,Pindah ke amerka saja,2025-09-29T02:54:10Z
2025-10-05 12:18:30,Pesan damai dari tokoh agama,YouTube,https://www.youtube.com/watch?v=2xValLrBMnM,@AbdulQodir-n4b,"Betul, Mbah Rabbi. Bukankah hidup hanya sekali di dunia? Kenapa harus mencari apa pun jika mestinya ingin hidup tenang, aman, beribadah, dan hidup damai serta sentosa? Kapan bisa merasakan ketentraman hidup ini, ya Mbah?",BETUUL MBAH RABBI.MOSOK HIDUP HANYASEKALI DI DUNIA CARI APA KAN MESTI PENGEN HIDUP TENANG AMAN BERIBADAH HIDUP DAMAI SENTOSA.MOSOK MO PERRANG TERRUS KAPAAAN MERASAKAN HIDUP INI TENTRAM TA YA MBAH.RABB,2025-09-26T19:32:01Z
2025-10-05 12:18:30,Pesan damai dari tokoh agama,YouTube,https://www.youtube.com/watch?v=2xValLrBMnM,@lbraham_Ali,Pemerintah Israel meminta otentikasi warga negara Indonesia saja banyak.,Pemerintah israel minta oten wni aja banyak.,2025-09-23T16:11:52Z
